,title,year,kind,genre,rating,runtime
322,Leaving Metropolis,2002,movie,"['Comedy', 'Drama', 'Romance']",6.2,105
323,Infernal Affairs III,2003,movie,"['Action', 'Crime', 'Drama', 'Thriller']",6.9,50
324,Red Water,2003,tv movie,"['Action', 'Adventure', 'Crime', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']",4.1,87
325,Van Wilder,2002,movie,"['Comedy', 'Romance']",6.4,30
326,Horrorplanet,1981,movie,"['Horror', 'Sci-Fi']",4.0,114
327,The Trouble with Harry,1955,movie,"['Comedy', 'Mystery']",7.1,86
328,Teorema,1968,movie,"['Drama', 'Mystery']",7.2,30
329,The Pirate Movie,1982,movie,"['Adventure', 'Comedy', 'Musical', 'Romance']",5.4,122
330,"Paradise, Hawaiian Style",1966,movie,"['Comedy', 'Musical']",5.6,180
331,Ride or Die,2003,video movie,"['Action', 'Crime', 'Romance', 'Thriller']",4.2,35
332,Pooh's Heffalump Halloween Movie,2005,video movie,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",6.6,220
333,Yes Nurse! No Nurse!,2002,movie,"['Comedy', 'Musical']",6.7,91
334,The Duchess and the Dirtwater Fox,1976,movie,"['Comedy', 'Western']",5.7,93
335,Second Nature,2003,tv movie,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller', 'War']",5.4,118
336,Call Me: The Rise and Fall of Heidi Fleiss,2004,tv movie,"['Crime', 'Drama', 'Romance']",5.5,93
337,The Fifth Musketeer,1979,movie,"['Action', 'Adventure', 'Romance']",5.3,90
338,Chupacabra Terror,2005,video movie,['Horror'],3.5,224
339,To Grandmother's House We Go,1992,tv movie,"['Adventure', 'Family', 'Comedy']",5.8,129
340,Time Masters,1982,movie,"['Animation', 'Adventure', 'Sci-Fi']",7.4,119
341,The Bogus Witch Project,2000,tv movie,['Comedy'],1.9,53
342,Phir Milenge,2004,movie,['Drama'],6.1,55
343,Shaolin Ulysses: Kungfu Monks in America,2003,movie,['Documentary'],6.6,90
344,The Twilight of the Golds,1996,movie,"['Drama', 'Romance']",6.5,60
345,Hara-Kiri,1962,movie,"['Action', 'Drama', 'Mystery']",8.6,110
346,Damn the Defiant!,1962,movie,"['Action', 'Drama', 'History', 'War']",7.1,94
347,The Third Man,1949,movie,"['Film-Noir', 'Mystery', 'Thriller']",8.1,93
348,Poison Ivy II,1996,movie,"['Drama', 'Thriller']",4.5,6
349,A Very Natural Thing,1974,movie,"['Drama', 'Romance']",6.7,60
350,Charades,1998,movie,"['Drama', 'Mystery']",5.1,100
351,Nausicaä of the Valley of the Wind,1984,movie,"['Animation', 'Adventure', 'Fantasy', 'Sci-Fi']",8.1,60
352,Zhou Yu's Train,2002,movie,"['Drama', 'Romance']",6.5,93
353,The Lady and the Highwayman,1988,tv movie,"['Adventure', 'Drama', 'History', 'Romance']",5.7,91
354,The Death of the Incredible Hulk,1990,tv movie,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",5.8,90
355,9 to 5,1980,movie,['Comedy'],6.9,105
356,Hearst Castle: Building the Dream,1996,movie,"['Documentary', 'Short']",6.4,92
357,Schlock! the Secret History of American Movies,2001,movie,['Documentary'],7.1,489
358,The Grudge,2004,movie,"['Horror', 'Mystery', 'Thriller']",5.9,86
359,She's All That,1999,movie,"['Comedy', 'Romance']",5.9,78
360,The Tesseract,2003,movie,"['Action', 'Crime', 'Drama', 'Thriller']",5.3,85
361,First Option,1996,movie,"['Drama', 'Action']",5.8,89
362,To Sleep with a Vampire,1992,movie,"['Drama', 'Horror', 'Romance', 'Thriller']",5.2,91
363,A Lesson Before Dying,1999,tv movie,['Drama'],6.7,30
364,Avalanche,1999,movie,"['Action', 'Thriller']",4.1,118
365,How the West Was Fun,1994,tv movie,"['Family', 'Western']",5.0,104
366,Jodi No. 1,2001,movie,"['Comedy', 'Romance']",5.8,91
367,Confessions of an American Bride,2005,tv movie,"['Comedy', 'Romance']",4.9,90
368,Travelers and Magicians,2003,movie,"['Adventure', 'Drama']",7.4,114
369,Tom and Jerry: The Magic Ring,2001,video movie,"['Animation', 'Action', 'Comedy', 'Family', 'Fantasy']",6.4,883
370,The Young Black Stallion,2003,movie,"['Adventure', 'Family', 'Drama']",5.6,118
371,Amarcord,1973,movie,"['Comedy', 'Drama']",7.9,109
372,One Good Cop,1991,movie,"['Action', 'Crime', 'Drama', 'Thriller']",5.9,56
373,You I Love,2004,movie,"['Comedy', 'Romance']",6.2,85
374,Lamhe,1991,movie,"['Drama', 'Musical', 'Romance']",7.4,44
375,Hellraiser: Hellworld,2005,video movie,['Horror'],4.2,24
376,Once Upon a Time... When We Were Colored,1995,movie,"['Drama', 'Romance']",7.2,44
377,Tito and Me,1992,movie,"['Comedy', 'Drama', 'Romance']",8.0,47
378,Noi the Albino,2003,movie,['Drama'],7.3,240
379,The Horse's Mouth,1958,movie,['Comedy'],7.1,94
380,Die Hard 2,1990,movie,"['Action', 'Thriller']",7.1,86
381,The Twilight Samurai,2002,movie,"['Drama', 'History', 'Romance']",8.1,119
382,Race to Freedom: The Underground Railroad,1994,tv movie,"['Drama', 'History']",6.6,86
383,Millennium Mambo,2001,movie,"['Drama', 'Romance']",7.1,87
384,An Evening of Edgar Allan Poe,1970,movie,"['Drama', 'Horror', 'Mystery', 'Thriller']",7.5,107
385,L'Age d'Or,1930,movie,"['Comedy', 'Drama']",7.3,50
386,Alex & Emma,2003,movie,"['Comedy', 'Romance']",5.6,51
387,Werewolf Warrior,2004,movie,"['Action', 'Fantasy', 'Horror']",5.2,101
388,Good Morning,1959,movie,"['Comedy', 'Drama', 'Family']",7.9,25
389,Dead and Alive: The Race for Gus Farace,1991,tv movie,"['Mystery', 'Action']",5.0,98
390,The Greatest Lover,1988,movie,"['Comedy', 'Romance']",6.2,51
391,Yugpurush: A Man Who Comes Just Once in a Way,1998,movie,['Drama'],6.2,84
392,Shall We Dance,2004,movie,"['Comedy', 'Drama', 'Music', 'Romance']",6.1,60
393,Sirens,1994,movie,"['Comedy', 'Drama', 'Romance']",5.9,90
394,Mad Monster Party?,1967,movie,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",6.6,201
395,Video Voyeur: The Susan Wilson Story,2002,tv movie,['Drama'],6.0,660
396,Splitting Heirs,1993,movie,"['Comedy', 'Crime']",5.5,157
397,Route 9,1998,tv movie,"['Crime', 'Drama']",6.0,101
398,Greyfriars Bobby: The True Story of a Dog,1961,movie,"['Drama', 'Family']",7.3,105
399,Rônin-gai,1990,movie,"['Action', 'Drama']",6.7,97
400,Club Vampire,1998,video movie,['Horror'],2.8,84
401,Hangmen Also Die!,1943,movie,"['Drama', 'Film-Noir', 'Thriller', 'War']",7.5,25
402,Where a Good Man Goes,1999,movie,"['Action', 'Drama', 'Thriller']",6.9,30
403,Calle 54,2000,movie,"['Documentary', 'Music']",7.4,28
404,Damaged Care,2002,tv movie,['Drama'],6.3,60
405,Terror Toons,2002,video movie,"['Horror', 'Comedy']",3.0,60
406,Maetel Legend,2000,video movie,"['Animation', 'Sci-Fi']",6.3,95
407,Mansquito,2005,tv movie,"['Sci-Fi', 'Horror']",3.6,98
408,Eye of the Needle,1981,movie,"['Romance', 'Thriller', 'War']",7.1,26
409,Gall Force: Eternal Story,1986,movie,"['Action', 'Animation', 'Sci-Fi']",6.6,102
410,Beau travail,1999,movie,"['Drama', 'War']",7.4,106
411,The Seventh Curse,1986,movie,"['Action', 'Horror', 'Thriller']",6.4,32
412,Faces of Death IV,1990,movie,"['Documentary', 'Horror']",3.3,90
413,B.U.S.T.E.D,1998,movie,"['Crime', 'Drama']",5.5,94
414,Deliberate Intent,2000,tv movie,"['Thriller', 'Drama']",5.8,106
415,The Mighty Peking Man,1977,movie,"['Action', 'Adventure', 'Horror', 'Sci-Fi']",5.3,102
416,Port of Shadows,1938,movie,"['Crime', 'Drama', 'Romance', 'Thriller']",7.8,85
417,The Postman,1994,movie,"['Biography', 'Comedy', 'Drama', 'Romance']",7.7,150
418,Needing You...,2000,movie,"['Comedy', 'Romance']",6.8,85
419,Armaan,2003,movie,"['Drama', 'Family', 'Romance']",5.2,100
420,The Dresser,1983,movie,['Drama'],7.6,108
421,Emmett's Mark,2002,movie,"['Crime', 'Drama', 'Romance', 'Thriller']",6.0,87
422,Love Is the Devil: Study for a Portrait of Francis Bacon,1998,movie,"['Biography', 'Drama', 'Romance']",6.5,99
423,The Night and the Moment,1994,movie,['Drama'],5.3,151
424,Coming Out,1989,movie,"['Drama', 'Romance']",7.0,100
425,Four Weddings and a Funeral,1994,movie,"['Comedy', 'Drama', 'Romance']",7.1,150
426,She Creature,2001,tv movie,"['Fantasy', 'Horror', 'Thriller']",5.8,5
427,Five Times Two,2004,movie,"['Drama', 'Romance']",6.6,93
428,Talk to Her,2002,movie,"['Drama', 'Mystery', 'Romance']",7.9,104
429,The Magdalene Sisters,2002,movie,['Drama'],7.7,79
430,The Legend of Speed,1999,movie,"['Action', 'Thriller']",6.1,97
431,Head in the Clouds,2004,movie,"['Drama', 'Romance', 'War']",6.6,87
432,The Blind Swordsman: Zatoichi,2003,movie,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",7.5,24
433,The Final Conflict,1981,movie,['Horror'],5.6,30
434,Nick Knight,1989,tv movie,['Horror'],6.2,86
435,Andaz Apna Apna,1994,movie,"['Action', 'Comedy', 'Romance']",8.1,100
436,I Love Budapest,2001,movie,"['Drama', 'Romance']",5.6,111
437,Super Speedway,1997,movie,"['Documentary', 'Action', 'Sport']",7.1,90
438,Sword for Truth,1990,video movie,"['Animation', 'Action', 'Adventure', 'Drama', 'Fantasy', 'History', 'Horror', 'Thriller']",5.0,104
439,Ballistic Kiss,1998,movie,"['Action', 'Crime', 'Drama', 'Thriller']",5.3,158
440,Babylon 5: The River of Souls,1998,tv movie,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",6.7,94
441,The House by the Cemetery,1981,movie,['Horror'],6.2,167
442,The Saddle Club: Adventures at Pine Hollow,2002,video movie,"['Adventure', 'Family']",8.0,110
443,This Is My Father,1998,movie,"['Drama', 'Romance']",7.0,89
444,Family Viewing,1987,movie,['Drama'],6.8,79
445,Holiday in the Sun,2001,video movie,"['Comedy', 'Crime', 'Family', 'Romance']",5.2,99
446,Rated X,2000,tv movie,"['Biography', 'Drama']",5.8,52
447,Pandora and the Flying Dutchman,1951,movie,"['Drama', 'Fantasy', 'Mystery', 'Romance']",7.0,112
448,Full Moon in Paris,1984,movie,"['Comedy', 'Drama', 'Romance']",7.4,110
449,Devil Girl from Mars,1954,movie,"['Horror', 'Sci-Fi']",5.0,71
450,Citizen X,1995,tv movie,"['Biography', 'Crime', 'Drama', 'History', 'Thriller']",7.5,90
451,Brief Crossing,2001,movie,"['Comedy', 'Drama', 'Romance']",6.8,91
452,VeggieTales: Dave and the Giant Pickle,1996,video movie,"['Animation', 'Short', 'Comedy', 'Family', 'Musical']",7.5,76
453,The Lord of the Rings: The Return of the King,2003,movie,"['Action', 'Adventure', 'Drama', 'Fantasy']",8.9,105
454,Absolute Beginners,1986,movie,"['Drama', 'Musical', 'Romance']",5.6,85
455,Rory O'Shea Was Here,2004,movie,"['Comedy', 'Drama']",7.8,86
456,Orca,1977,movie,"['Adventure', 'Drama', 'Horror', 'Thriller']",5.7,42
457,The Wicksboro Incident,2003,video movie,"['Horror', 'Sci-Fi', 'Thriller']",5.2,87
458,Memories,1995,movie,"['Animation', 'Comedy', 'Fantasy', 'Sci-Fi', 'Thriller']",7.6,101
459,Rogue Trader,1999,movie,"['Crime', 'Drama', 'History', 'Thriller']",6.4,65
460,A Better Tomorrow II,1987,movie,"['Action', 'Crime', 'Drama', 'Thriller']",7.3,181
461,The Dawning,1988,movie,"['Drama', 'Romance', 'Thriller']",6.0,102
462,The Wisher,2002,movie,"['Horror', 'Thriller']",4.3,177
463,The Little Rascals,1994,movie,"['Comedy', 'Family', 'Romance']",6.3,138
464,The Legend of Fong Sai-Yuk 2,1993,movie,"['Action', 'Adventure', 'Comedy', 'History']",7.0,140
465,Buffalo Soldiers,2001,movie,"['Comedy', 'Crime', 'Drama', 'Thriller', 'War']",6.8,91
466,Blackadder Back & Forth,1999,movie,"['Short', 'Comedy', 'History', 'Sci-Fi']",7.6,51
467,Center Stage,2000,movie,"['Drama', 'Music', 'Romance']",6.7,134
468,Chariots of the Gods,1970,movie,['Documentary'],6.3,24
469,Suite 16,1994,movie,"['Drama', 'Thriller']",5.7,30
470,VeggieTales: The Ballad of Little Joe,2003,video movie,"['Animation', 'Short', 'Adventure', 'Comedy', 'Family', 'Musical', 'Western']",7.3,150
471,Dirty War,2004,tv movie,"['Thriller', 'Drama']",6.6,97
472,Chiller,1985,tv movie,"['Horror', 'Sci-Fi', 'Thriller']",4.5,92
473,A Chinese Tall Story,2005,movie,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']",4.9,101
474,Thrill Ride: The Science of Fun,1997,movie,"['Adventure', 'Documentary', 'Short']",5.7,97
475,Blood Beast from Outer Space,1965,movie,"['Horror', 'Sci-Fi']",5.5,100
476,Henry VIII,2003,tv movie,"['Biography', 'Drama', 'History', 'Romance']",7.2,106
477,Fine Things,1990,tv movie,"['Drama', 'Romance']",6.2,120
478,The Architecture of Doom,1989,movie,"['Documentary', 'History']",8.0,50
479,Lawyer Lawyer,1997,movie,"['Comedy', 'Drama', 'History']",6.2,93
480,Saturday Night and Sunday Morning,1960,movie,"['Drama', 'Romance']",7.6,168
481,WW 3,2001,tv movie,"['Drama', 'Sport']",5.0,25
482,Gothic,1986,movie,"['Drama', 'Fantasy', 'Horror', 'Mystery']",5.7,60
483,2001: A Space Travesty,2000,movie,"['Comedy', 'Sci-Fi']",3.5,45
484,Musafir,2004,movie,"['Action', 'Crime', 'Drama', 'Thriller']",5.5,22
485,Ratcatcher,1999,movie,['Drama'],7.5,90
486,The Einstein of Sex,1999,movie,"['Biography', 'Drama', 'History']",6.0,124
487,Spice World,1997,movie,"['Comedy', 'Family', 'Music']",3.5,186
488,Midnight Dancers,1994,movie,"['Crime', 'Drama']",5.6,100
489,The Lair of the White Worm,1988,movie,"['Comedy', 'Horror']",5.9,30
490,Gaudi Afternoon,2001,movie,"['Comedy', 'Drama', 'Mystery']",6.0,99
491,The Sailor Who Fell from Grace with the Sea,1976,movie,"['Drama', 'Mystery', 'Thriller']",6.2,30
492,The Lower Depths,1957,movie,['Drama'],7.3,45
493,Maelstrom,2000,movie,['Drama'],6.9,26
494,Funny Dirty Little War,1983,movie,"['Comedy', 'Drama', 'War']",7.1,106
495,Aberdeen,2000,movie,['Drama'],7.1,23
496,Henry Hill,1999,movie,"['Comedy', 'Drama', 'Music', 'Romance']",5.2,30
497,The Laramie Project,2002,tv movie,"['Crime', 'Drama', 'History']",7.2,130
498,Control Room,2004,movie,['Documentary'],7.6,100
499,Lan Yu,2001,movie,"['Drama', 'Romance']",7.1,81
500,Super Size Me,2004,movie,['Documentary'],7.2,95
501,Heck's Way Home,1996,tv movie,['Adventure'],5.4,97
502,Songs from the Second Floor,2000,movie,"['Comedy', 'Drama']",7.6,102
503,The Last Producer,2000,movie,"['Comedy', 'Drama']",4.6,95
504,The Scent of Green Papaya,1993,movie,"['Drama', 'Music', 'Romance']",7.4,90
505,Berlin: Symphony of a Great City,1927,movie,['Documentary'],7.6,100
506,La Chèvre,1981,movie,"['Adventure', 'Comedy', 'Crime']",7.3,780
507,Na Tum Jaano Na Hum,2002,movie,"['Comedy', 'Drama', 'Musical', 'Romance']",5.0,93
508,Heart of Glass,1976,movie,['Drama'],7.0,90
509,Kati Patang,1970,movie,"['Drama', 'Family', 'Musical', 'Romance']",7.2,180
510,Aparajito,1956,movie,['Drama'],8.4,89
511,Hitched,2001,tv movie,['Thriller'],5.4,152
512,The Prophecy II,1998,video movie,"['Fantasy', 'Horror', 'Thriller']",5.8,94
513,Naach,2004,movie,"['Drama', 'Musical', 'Romance']",4.2,94
514,The Life and Death of Peter Sellers,2004,movie,"['Biography', 'Comedy', 'Drama', 'Romance']",6.9,330
515,The Deluge,1974,movie,"['Adventure', 'History', 'Romance', 'War']",7.7,177
516,"Your Home, My Home",2001,movie,"['Comedy', 'Drama']",5.7,75
517,Sink the Bismarck!,1960,movie,"['Action', 'Drama', 'History', 'War']",7.1,66
518,The Vertical Ray of the Sun,2000,movie,['Drama'],7.2,207
519,With All Deliberate Speed,2004,movie,"['Documentary', 'History']",7.8,50
520,Death in Gaza,2004,movie,['Documentary'],8.1,102
521,The Swan Princess: The Mystery of the Enchanted Treasure,1998,video movie,"['Animation', 'Family', 'Fantasy', 'Mystery']",5.7,44
522,Shanghai Noon,2000,movie,"['Action', 'Adventure', 'Comedy', 'Western']",6.6,50
523,Heroes Among Heroes,1993,movie,"['Action', 'Drama']",6.2,112
524,A Woman Called Sada Abe,1975,movie,"['Biography', 'Drama']",6.2,135
525,Godzilla vs. Gigan,1972,movie,"['Action', 'Adventure', 'Family', 'Sci-Fi']",5.7,94
526,Like Water for Chocolate,1992,movie,"['Drama', 'Romance']",7.1,51
527,We Were the Mulvaneys,2002,tv movie,['Drama'],6.5,82
528,A Tale of Lost Times,1964,movie,"['Comedy', 'Family', 'Fantasy']",7.1,25
529,Nefertiti Resurrected,2003,tv movie,['Documentary'],6.5,95
530,Jane Goodall's Wild Chimpanzees,2002,movie,['Documentary'],7.6,82
531,A Fistful of Dollars,1964,movie,"['Action', 'Drama', 'Western']",8.0,90
532,Son of Godzilla,1967,movie,"['Adventure', 'Sci-Fi']",5.3,52
533,Jason Goes to Hell: The Final Friday,1993,movie,"['Fantasy', 'Horror', 'Thriller']",4.2,4
534,Boa vs. Python,2004,video movie,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']",2.8,99
535,The Lower Depths,1957,movie,['Drama'],7.3,96
536,Love Beat the Hell Outta Me,2000,movie,['Drama'],3.9,93
537,The Insider,1999,movie,"['Biography', 'Drama', 'Thriller']",7.8,26
538,Saajan,1991,movie,"['Drama', 'Musical', 'Romance']",7.3,108
539,The Deceivers,1988,movie,"['Adventure', 'Crime', 'Drama', 'Thriller']",6.1,78
540,Maggie and Annie,2002,movie,"['Drama', 'Romance', 'Sport']",4.6,102
541,Solas,1999,movie,['Drama'],7.6,106
542,Bloodfist III: Forced to Fight,1992,movie,['Action'],5.1,93
543,Detonator II: Night Watch,1995,tv movie,"['Action', 'Thriller']",5.2,85
544,Pirates of Silicon Valley,1999,tv movie,"['Biography', 'Drama', 'History']",7.2,56
545,Hum Aapke Hain Koun...!,1994,movie,"['Comedy', 'Drama', 'Musical', 'Romance']",7.5,103
546,Kuch Kuch Hota Hai,1998,movie,"['Comedy', 'Drama', 'Musical', 'Romance']",7.6,106
547,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 Hours 11 Minutes,1965,movie,"['Adventure', 'Comedy', 'Family']",7.0,125
548,Paheli,2005,movie,"['Comedy', 'Drama', 'Fantasy', 'Musical', 'Romance']",6.5,175
549,Rip It Off,2001,movie,"['Crime', 'Drama', 'Thriller']",3.9,47
550,Bloody Murder 2: Closing Camp,2003,video movie,"['Drama', 'Horror', 'Mystery', 'Thriller']",4.4,110
551,The White Dragon,2004,movie,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",5.6,96
552,3-2-1 Penguins: The Doom Funnel Rescue,2002,video movie,"['Animation', 'Short', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",7.0,94
553,Green Legend Ran,1992,video movie,"['Animation', 'Drama', 'Fantasy', 'Sci-Fi']",7.0,120
554,The Element of Crime,1984,movie,"['Crime', 'Drama', 'Thriller']",6.8,151
555,The True Story of Alexander the Great,2005,video movie,"['Documentary', 'Biography', 'Drama', 'History', 'War']",7.6,97
556,Irreversible,2002,movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",7.4,88
557,Bojangles,2001,tv movie,"['Biography', 'Drama']",6.8,125
558,The Sandlot 2,2005,video movie,"['Comedy', 'Family', 'Sport']",4.5,157
559,A Tale of Two Kitties,1942,movie,"['Animation', 'Family', 'Short', 'Comedy']",7.3,22
560,X,1996,movie,"['Animation', 'Action', 'Fantasy', 'Horror', 'Thriller']",6.2,85
561,The Young Girls of Rochefort,1967,movie,"['Comedy', 'Drama', 'Musical', 'Romance']",7.7,125
562,Surfing for Life,1999,movie,['Documentary'],6.5,97
563,Game of Death,1978,movie,"['Action', 'Crime', 'Drama', 'Thriller']",6.1,82
564,An Evening in Paris,1967,movie,"['Musical', 'Romance', 'Thriller']",6.9,100
565,Baby Einstein: On the Go,2005,video movie,['Family'],7.7,96
566,Black Orpheus,1959,movie,"['Drama', 'Fantasy', 'Music', 'Romance']",7.5,158
567,My Sex Life... or How I Got Into an Argument,1996,movie,"['Comedy', 'Drama', 'Romance']",6.8,88
568,Saagar,1985,movie,"['Drama', 'Romance']",7.1,100
569,The Tigers,1991,movie,"['Action', 'Crime', 'Drama']",6.1,195
570,Mandragora,1997,movie,['Drama'],6.5,99
571,Babe Ruth,1991,tv movie,"['Biography', 'Drama', 'Sport']",5.7,95
572,Ring 0: Birthday,2000,movie,"['Horror', 'Mystery', 'Thriller']",6.0,80
573,Now and Then,1995,movie,"['Comedy', 'Drama', 'Romance']",6.8,110
574,Alice's Adventures in Wonderland,1972,movie,"['Adventure', 'Family', 'Fantasy', 'Musical']",5.8,91
575,Wishmaster 3: Beyond the Gates of Hell,2001,video movie,"['Fantasy', 'Horror', 'Thriller']",3.6,86
576,The Thief of Bagdad,1940,movie,"['Adventure', 'Family', 'Fantasy', 'Romance']",7.5,75
577,The Magic Christian,1969,movie,['Comedy'],6.0,88
578,Trevor,1994,movie,"['Comedy', 'Short', 'Drama']",7.7,24
579,Two Thousand Maniacs!,1964,movie,['Horror'],5.9,98
580,Dragon Ball Z: Super Android 13,1992,movie,"['Animation', 'Action', 'Sci-Fi']",7.1,86
581,Gamera 3: Revenge of Iris,1999,movie,"['Fantasy', 'Horror', 'Sci-Fi']",7.3,60
582,The Little Priest,1964,movie,"['Comedy', 'Drama', 'Family']",7.1,97
583,Perfect Body,1997,tv movie,"['Drama', 'Family', 'Sport']",6.3,106
584,Heavens Above!,1963,movie,['Comedy'],6.8,84
585,Wrath of the Ninja: The Yotoden Movie,1989,movie,"['Animation', 'Action', 'Adventure', 'Fantasy']",5.6,183
586,A Woman Is a Woman,1961,movie,"['Comedy', 'Drama', 'Romance']",7.5,106
587,Spy Kids 2: Island of Lost Dreams,2002,movie,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",5.2,30
588,It's All Gone Pete Tong,2004,movie,"['Biography', 'Comedy', 'Drama', 'Music']",7.3,30
589,What We Did That Night,1999,tv movie,"['Drama', 'Thriller']",5.7,87
590,The Street Fighter,1974,movie,"['Action', 'Crime', 'Thriller']",7.0,93
591,Candyman: Day of the Dead,1999,video movie,"['Horror', 'Thriller']",4.0,180
592,Return to the Lost World,1992,movie,"['Adventure', 'Sci-Fi']",5.1,95
593,The Incredibly True Adventure of Two Girls in Love,1995,movie,"['Comedy', 'Drama', 'Romance']",6.5,50
594,Calcutta Mail,2003,movie,"['Action', 'Drama', 'Mystery', 'Thriller']",5.7,360
595,Uprising,2001,tv movie,"['Drama', 'War']",7.2,210
596,Refugee,2000,movie,"['Drama', 'Musical', 'Romance']",5.4,118
597,Cop on a Mission,2001,movie,"['Crime', 'Drama']",6.5,23
598,Bob the Builder: Bob's Big Plan,2005,tv movie,['Animation'],6.2,106
599,The Naked Gun 2½: The Smell of Fear,1991,movie,"['Comedy', 'Crime']",6.9,97
600,Swordsman III: The East Is Red,1993,movie,"['Action', 'Romance']",6.2,116
601,The Beatles Celebration,1999,video movie,"['Documentary', 'Music']",6.1,90
602,The Saddest Music in the World,2003,movie,"['Comedy', 'Musical']",7.1,110
